Table 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID
243,2/14/20,7:26:15 PM,2,5,"Webb, Ryan",444436,Left,GEO_BUL,"Mathes, Alden",1000078940,Right,RIC_SPI,Stretch,7,Top,1,3,1,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,93.02186882,-0.386426472,3.026636136,2232.66977,137.9107696,0.4375,5.742970905,-1.942677489,5.862554288,-15.38087681,17.44080415,-15.78089549,4.10178996,-0.443826408,83.25046015,-3.305470872,0.031284716,0.41233664,,,,,,,,,,,,9.559081168,9.57183478,1.706580515,50,5.702851826,-6.611892815,-135.0499181,-1.42744689,17.30847531,34.78018649,-14.84248049,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,c7355013-4f89-11ea-ace5-181deafaf045
244,2/14/20,7:26:35 PM,2,6,"Webb, Ryan",444436,Left,GEO_BUL,"Mathes, Alden",1000078940,Right,RIC_SPI,Stretch,7,Top,1,3,2,Curveball,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,82.40540194,-0.944372143,0.824001152,2458.277509,339.2856723,0.21875,5.768756462,-1.703226628,5.211350577,-44.72931563,-2.533515581,0.943057132,1.153222509,-0.849841748,75.72425803,-9.197767751,0.999677278,0.467526391,,,,,,,,,,,,-0.258511838,-1.061719281,1.626486361,50,5.648651955,-1.754314633,-119.7781014,-3.473554238,-0.374075174,23.98746614,-33.71039145,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,d2a208ac-4f89-11ea-ace5-181deafaf045
245,2/14/20,7:27:08 PM,3,1,"Webb, Ryan",444436,Left,GEO_BUL,"Cook, Justin",8900439,Right,RIC_SPI,Stretch,7,Top,2,0,0,ChangeUp,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,84.18975664,-1.756926027,0.608307317,1967.582919,142.9506993,0.447916667,5.844291654,-1.727633239,5.596230205,-23.68366536,16.48929448,-12.47634816,2.229949026,-2.199450387,76.21621608,-6.193661091,-1.742307319,0.456182303,,,,,,,,,,,,6.871544434,9.382534307,1.683534903,50,5.678807723,-0.900198215,-122.3346038,-4.509468336,10.27921192,27.03610685,-18.13862181,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,e4876025-4f89-11ea-ace5-181deafaf045
246,2/14/20,7:27:20 PM,3,2,"Webb, Ryan",444436,Left,GEO_BUL,"Cook, Justin",8900439,Right,RIC_SPI,Stretch,7,Top,2,1,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.07274585,-3.125428993,3.415195446,2193.238422,156.6178546,0.46875,6.010792976,-1.629551779,5.860477519,-9.48896611,24.6059542,-10.6527052,2.308807207,0.658832278,82.2423694,-4.915165526,1.404227769,0.420258357,,,,,,,,,,,,6.810376102,14.25918191,1.35890479,50,5.751600964,-7.529089669,-132.0561535,-7.536740685,11.89789294,30.92224558,-7.262910432,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,ed7a0bbb-4f89-11ea-ace5-181deafaf045
247,2/14/20,7:27:35 PM,3,3,"Webb, Ryan",444436,Left,GEO_BUL,"Cook, Justin",8900439,Right,RIC_SPI,Stretch,7,Top,2,1,1,Curveball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,77.71760998,2.309806422,0.514378096,2758.019321,319.3228764,0.197916667,5.70509265,-1.663860739,5.448561491,-64.53706213,-16.4760647,14.1213735,2.490429556,-0.005567059,70.05376567,-9.794949132,3.184521406,0.498962501,,,,,,,,,,,,-7.363958888,-9.632378456,1.609133072,50,5.865896731,-1.433519218,-112.7455994,2.622393289,-9.223180321,25.64758225,-44.2383695,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,f66cb77e-4f89-11ea-ace5-181deafaf045
248,2/14/20,7:27:57 PM,3,4,"Webb, Ryan",444436,Left,GEO_BUL,"Cook, Justin",8900439,Right,RIC_SPI,Stretch,7,Top,2,1,2,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,93.04763477,-0.830550139,2.59360934,2232.690654,166.9438099,0.479166667,5.802887971,-1.667884145,6.019899161,-13.03058012,19.29339601,-4.481213417,3.946983341,0.362289328,84.06298623,-3.29792736,1.744844314,0.409198381,,,,,,,,,,,,3.237104595,10.73846715,1.467429058,50,5.730836347,-5.979186248,-135.2448599,-2.390465762,5.931026381,32.46499082,-12.49901797,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,04158062-4f8a-11ea-ace5-181deafaf045
249,2/14/20,7:28:17 PM,3,5,"Webb, Ryan",444436,Left,GEO_BUL,"Cook, Justin",8900439,Right,RIC_SPI,Stretch,7,Top,2,2,2,Curveball,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,80.52155618,0.736966493,-0.174829068,2488.992651,305.7377748,0.177083333,5.703926842,-1.68672782,5.132969425,-48.97526364,-4.309632203,5.930789484,2.316616086,-1.357113041,73.21331103,-8.3550702,0.933485874,0.481014599,,,,,,,,,,,,-3.178470029,-2.501595906,1.698648007,50,5.736179089,0.161842672,-116.9620434,-0.106168055,-4.347381547,24.66078802,-35.59562931,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,0f97aba7-4f8a-11ea-ace5-181deafaf045
250,2/14/20,7:30:21 PM,1,1,"Mathes, Alden",1000078940,Left,RIC_SPI,"Blaylock, Garrett",8899450,Left,GEO_BUL,Stretch,7,Bottom,0,0,0,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,79.5832655,-0.469081047,3.366387239,2065.60927,217.1763094,0.052083333,5.621599159,-1.996109372,6.156460329,-36.72786107,7.203730152,5.494561276,2.126883061,1.574973146,72.66012702,-7.383945228,4.405367124,0.4770457,,,,,,,,,,,,-1.974397191,4.073731724,1.737872154,50,5.567167029,-6.952904335,-115.6429025,-1.954626093,-2.649846494,23.36172328,-26.70667665,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,58da1664-4f8a-11ea-ace5-181deafaf045
251,2/14/20,7:30:33 PM,1,2,"Mathes, Alden",1000078940,Left,RIC_SPI,"Blaylock, Garrett",8899450,Left,GEO_BUL,Stretch,7,Bottom,0,1,0,Fastball,Undefined,InPlay,Undefined,FlyBall,Out,1,0,,86.07136401,-1.175252308,2.899145472,2129.307327,148.106139,0.458333333,5.55707485,-1.945549363,6.754822053,-20.52752729,15.97640944,-9.963422574,2.771583874,-0.125833568,78.46982631,-5.095621264,0.992595462,0.434851898,,,,,,,,,,,,6.391341207,9.240555558,1.759845132,50,5.472140178,-6.082215309,-125.2665722,-3.112183405,10.11309221,26.29144122,-17.55261193,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,6045d7c9-4f8a-11ea-ace5-181deafaf045
252,2/14/20,7:31:09 PM,2,1,"Mathes, Alden",1000078940,Left,RIC_SPI,"Tate, Connor",8899711,Right,GEO_BUL,Stretch,7,Bottom,1,0,0,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,74.57965411,3.010291429,-0.752981458,2079.005249,310.3064972,0.177083333,5.575467096,-2.094665808,5.938185695,-62.46477037,-11.86937015,13.93658299,3.165035247,-1.631741177,67.91230347,-8.755112445,1.888376413,0.511949397,,,,,,,,,,,,-7.789475217,-7.380564695,2.146815305,50,5.780407957,1.052282502,-108.3360299,4.032331935,-9.140483809,21.15927019,-40.8347003,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,73b21a8c-4f8a-11ea-ace5-181deafaf045
253,2/14/20,7:31:26 PM,2,2,"Mathes, Alden",1000078940,Left,RIC_SPI,"Tate, Connor",8899711,Right,GEO_BUL,Stretch,7,Bottom,1,1,0,Curveball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,73.70466711,-0.768631911,3.199503746,2213.309378,16.15610662,0.270833333,5.435421142,-2.442590843,5.903582924,-65.52469835,-13.54230933,-3.908997915,-0.739524627,0.204335653,67.9529558,-12.95842423,2.460008466,0.518919076,,,,,,,,,,,,3.142613436,-7.086565029,2.187933904,50,5.336606913,-5.879255282,-107.0250783,-3.172097541,3.592045778,20.97684475,-40.27407948,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,7b4fea2d-4f8a-11ea-ace5-181deafaf045
254,2/14/20,7:31:44 PM,2,3,"Mathes, Alden",1000078940,Left,RIC_SPI,"Tate, Connor",8899711,Right,GEO_BUL,Stretch,7,Bottom,1,1,1,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,75.7996982,0.059056062,3.004734128,2174.051196,357.9980013,0.25,5.434410972,-2.301305113,5.970183687,-57.86475023,-8.868373158,0.308389839,0.667167452,0.512269945,69.38670137,-10.7831895,3.063125688,0.503794593,,,,,,,,,,,,0.796566318,-4.832707876,2.063429253,50,5.407213236,-5.788039869,-110.1100372,-1.442661967,0.96365998,22.21668407,-38.0205011,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,8b778303-4f8a-11ea-ace5-181deafaf045
255,2/14/20,7:32:01 PM,2,4,"Mathes, Alden",1000078940,Left,RIC_SPI,"Tate, Connor",8899711,Right,GEO_BUL,Stretch,7,Bottom,1,2,1,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,73.87309244,0.624241443,2.238829997,2230.086264,322.3165953,0.197916667,5.411286224,-2.084674867,5.911531606,-66.9480681,-14.73495405,11.34373096,0.412042552,0.939330037,67.25075591,-11.93970984,4.396112908,0.520069418,,,,,,,,,,,,-5.364622378,-8.227568734,1.899006519,50,5.423930092,-4.491346412,-107.2725092,-0.586351105,-6.08489643,23.1534762,-41.50628111,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,957eaeea-4f8a-11ea-ace5-181deafaf045
256,2/14/20,7:32:24 PM,2,5,"Mathes, Alden",1000078940,Left,RIC_SPI,"Tate, Connor",8899711,Right,GEO_BUL,Stretch,7,Bottom,1,3,1,Fastball,Undefined,BallCalled,Walk,Undefined,Undefined,0,0,,86.60589355,-2.768739871,4.914962486,2227.504778,126.6809512,0.427083333,5.515339267,-2.412305706,6.783554411,-21.1970676,15.39178947,-20.7101893,1.210360162,0.359166732,78.18935595,-6.831542483,0.936878321,0.435357409,,,,,,,,,,,,13.15229039,9.49293674,2.100744561,50,5.326900941,-10.25997106,-125.5564791,-6.644153171,20.69196995,28.84724818,-17.23919266,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,a06f737d-4f8a-11ea-ace5-181deafaf045
257,2/14/20,7:32:58 PM,3,1,"Mathes, Alden",1000078940,Left,RIC_SPI,"Sullivan, Patrick",8893521,Left,GEO_BUL,Stretch,7,Bottom,1,0,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.05400561,-1.006270396,3.456779061,2251.911135,148.9103975,0.458333333,5.547487917,-2.252197154,6.781999937,-21.82797175,14.98571299,-9.057122755,2.808189506,0.152253026,77.78447956,-5.194658606,1.716478102,0.436692932,,,,,,,,,,,,6.157252215,8.692796318,2.031155469,50,5.47372621,-7.323764947,-125.122892,-2.76650877,9.630756696,28.39319902,-18.57736558,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,b254cbd6-4f8a-11ea-ace5-181deafaf045
258,2/14/20,7:33:15 PM,3,2,"Mathes, Alden",1000078940,Left,RIC_SPI,"Sullivan, Patrick",8893521,Left,GEO_BUL,Stretch,7,Bottom,1,0,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,87.52765007,-3.206367704,3.681270859,2235.49917,134.1298169,0.4375,5.699889204,-2.172329067,6.811851214,-19.54434006,16.08260125,-16.61321521,1.13695422,-0.193758447,79.29180721,-6.945333933,0.487298916,0.429596553,,,,,,,,,,,,10.44721731,10.00301989,1.941393538,50,5.485542288,-7.741591069,-127.0689235,-7.64356855,16.87087773,29.03039755,-16.02049105,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,c160bdce-4f8a-11ea-ace5-181deafaf045
259,2/14/20,7:33:51 PM,3,3,"Mathes, Alden",1000078940,Left,RIC_SPI,"Sullivan, Patrick",8893521,Left,GEO_BUL,Stretch,7,Bottom,1,1,1,Curveball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,78.36266289,-0.244121331,1.302105667,,236.8289241,0.083333333,5.622750541,-2.104897389,5.883317729,-40.88710614,4.808103467,7.421381845,1.988766786,-0.277244489,71.52414441,-7.916851985,2.703807042,0.486526898,,,,,,,,,,,,-3.612414,2.673344826,1.995739817,50,5.579667661,-2.801497133,-113.97985,-1.64681661,-4.706142695,22.84478188,-28.69129652,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,d61f7aa3-4f8a-11ea-ace5-181deafaf045
260,2/14/20,7:34:18 PM,3,4,"Mathes, Alden",1000078940,Left,RIC_SPI,"Sullivan, Patrick",8893521,Left,GEO_BUL,Stretch,7,Bottom,1,1,2,Curveball,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,78.99947455,-1.095252439,1.027679253,2099.365053,230.615093,0.072916667,5.6208694,-2.011487336,5.844182546,-37.49532406,7.273640484,8.91110442,1.478288821,-0.313897765,72.58151887,-8.094770322,2.704266981,0.481570686,,,,,,,,,,,,-4.506897883,4.233368526,1.922782062,50,5.50994424,-2.32020942,-114.9422551,-3.284847367,-6.011102787,21.90998149,-26.52776723,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,e708276c-4f8a-11ea-ace5-181deafaf045
261,2/14/20,7:34:53 PM,4,1,"Mathes, Alden",1000078940,Left,RIC_SPI,"Floyd, Buddy",1000050725,Right,GEO_BUL,Stretch,7,Bottom,2,0,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.73178535,-1.451420843,2.139127688,2287.402056,151.6723913,0.458333333,5.58435711,-2.245605013,6.622468918,-18.54034399,17.04296592,-9.205322892,2.709207074,-1.053235341,79.28146493,-4.999958783,0.372543065,0.429333414,,,,,,,,,,,,5.793373701,9.929444627,2.104629347,50,5.478398434,-4.516008977,-127.6466728,-3.743795266,9.428938418,29.5989122,-16.0134957,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,f9ea294e-4f8a-11ea-ace5-181deafaf045
262,2/14/20,7:35:11 PM,4,2,"Mathes, Alden",1000078940,Left,RIC_SPI,"Floyd, Buddy",1000050725,Right,GEO_BUL,Stretch,7,Bottom,2,0,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,86.48228472,-0.907304261,3.013559703,2136.969026,155.4663571,0.46875,5.621711698,-2.17977371,6.82839329,-15.14935093,21.17038872,-9.678505192,3.530590531,-0.235416717,78.11283843,-3.820442115,1.151796002,0.43375339,,,,,,,,,,,,6.363705141,12.13215193,1.990172782,50,5.557832465,-6.374561309,-125.8207755,-2.385549562,10.07409778,28.49911812,-12.96817994,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,02dcd4da-4f8b-11ea-ace5-181deafaf045
263,2/14/20,7:35:30 PM,4,3,"Mathes, Alden",1000078940,Left,RIC_SPI,"Floyd, Buddy",1000050725,Right,GEO_BUL,Stretch,7,Bottom,2,1,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,86.94665295,-3.061838626,4.557795857,2287.399111,140.4875052,0.447916667,5.551175214,-2.289380459,6.862699363,-16.44232057,19.74162612,-16.3090299,1.378902407,0.514292019,78.41299497,-6.221099018,1.419765068,0.432941767,,,,,,,,,,,,10.6105678,12.0551091,2.005517085,50,5.350029103,-9.635334084,-126.0977227,-7.186550794,16.82971812,29.20404336,-13.05310311,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,11c5059b-4f8b-11ea-ace5-181deafaf045
264,2/14/20,7:35:52 PM,4,4,"Mathes, Alden",1000078940,Left,RIC_SPI,"Floyd, Buddy",1000050725,Right,GEO_BUL,Stretch,7,Bottom,2,2,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,87.55748445,-2.811264715,2.894042969,2266.760712,145.4466765,0.447916667,5.508758878,-2.190727099,6.671027935,-18.53698351,17.1107074,-11.80640624,1.38706753,-0.525029142,79.46731025,-6.346950717,0.631427718,0.429721636,,,,,,,,,,,,7.454537024,10.37976428,2.002012362,50,5.313039696,-6.113142013,-127.2435349,-6.757902544,12.09928907,28.55074952,-15.32688982,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,1db4d7df-4f8b-11ea-ace5-181deafaf045
265,2/14/20,7:36:10 PM,4,5,"Mathes, Alden",1000078940,Left,RIC_SPI,"Floyd, Buddy",1000050725,Right,GEO_BUL,Stretch,7,Bottom,2,3,1,Fastball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,85.39666801,-2.243430489,3.751168667,2132.056394,163.701955,0.479166667,5.404218885,-2.403946744,6.793050666,-17.06985077,20.3233535,-5.952491327,1.928897266,0.528286069,77.29852037,-5.512034118,2.609053658,0.440116711,,,,,,,,,,,,4.502283719,12.06115289,2.163257784,50,5.252227691,-7.981528473,-124.0621611,-5.307857826,6.932300771,27.61621842,-13.60313107,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,26a78255-4f8b-11ea-ace5-181deafaf045
266,2/14/20,7:36:36 PM,4,6,"Mathes, Alden",1000078940,Left,RIC_SPI,"Floyd, Buddy",1000050725,Right,GEO_BUL,Stretch,7,Bottom,2,3,2,Fastball,Undefined,BallCalled,Walk,Undefined,Undefined,0,0,,86.20401612,-0.233630461,1.356454245,2253.101787,171.364573,0.489583333,5.462255171,-2.232191223,6.642161543,-16.48905297,20.5071015,-3.119661335,3.874276287,-1.250437803,77.31102156,-3.407354319,0.755403878,0.437773845,,,,,,,,,,,,2.194859288,11.49782343,2.142143756,50,5.439801018,-2.887958548,-125.4715121,-0.950911534,3.427937573,30.19108396,-14.21671473,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,388cdab3-4f8b-11ea-ace5-181deafaf045
267,2/14/20,7:37:18 PM,5,1,"Mathes, Alden",1000078940,Left,RIC_SPI,"Tate, Cole",8899710,Right,GEO_BUL,Stretch,7,Bottom,2,0,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.77338667,-3.026864497,2.789051796,2291.980057,145.6569242,0.447916667,5.739854323,-2.072829145,6.668597942,-15.79162522,19.90394056,-13.62241763,1.649082197,-0.65462388,79.10600456,-6.050191424,0.16925,0.430010097,,,,,,,,,,,,8.498090869,12.07529457,1.891739631,50,5.530707496,-5.843598136,-127.4955563,-7.175782695,13.75436508,30.29471271,-12.629893,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,52826ace-4f8b-11ea-ace5-181deafaf045
268,2/14/20,7:37:38 PM,5,2,"Mathes, Alden",1000078940,Left,RIC_SPI,"Tate, Cole",8899710,Right,GEO_BUL,Stretch,7,Bottom,2,0,1,Curveball,Undefined,InPlay,Undefined,GroundBall,Single,1,1,,75.73123694,0.551379525,1.254273812,2186.765478,309.6846222,0.177083333,5.474766969,-2.160379106,5.889551467,-55.06139429,-6.074209577,7.264909092,1.39834807,-0.390335751,69.35846063,-9.764888729,2.627789201,0.503747332,95.65492769,4.07536927,2.096518264,1326.519722,,,,109.7250426,108.0422064,4.630114114,0.859428101,-3.538977314,-3.456342996,2.055318441,50,5.487725813,-2.610335288,-110.1393836,-0.447021903,-4.297981466,21.62632061,-36.37167313,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,5c578979-4f8b-11ea-ace5-181deafaf045
269,2/14/20,7:40:07 PM,1,1,"Webb, Ryan",444436,Left,GEO_BUL,"Sanderson, Peyton",1000078926,Right,RIC_SPI,Windup,8,Top,0,0,0,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.43969453,-3.287323328,2.099262749,2256.710733,155.766624,0.46875,6.072736782,-1.653390505,5.728316633,-10.7837666,24.32303244,-10.96309669,2.107517684,-0.61127645,80.72504932,-5.326147272,0.017741449,0.426449034,,,,,,,,,,,,6.644408928,14.26579574,1.485117717,50,5.792070792,-4.442048664,-131.110428,-7.893644225,11.28950109,33.88961673,-7.935065329,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,b5d23eaa-4f8b-11ea-ace5-181deafaf045
270,2/14/20,7:40:24 PM,1,2,"Webb, Ryan",444436,Left,GEO_BUL,"Sanderson, Peyton",1000078926,Right,RIC_SPI,Windup,8,Top,0,1,0,Curveball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.65962354,0.751809789,1.367442345,2499.451011,257.8574882,0.104166667,5.777012647,-1.799320592,4.970353837,-42.56265617,2.211778549,10.47546703,2.940397433,0.365330283,73.27367514,-7.1263249,3.315073438,0.481600106,,,,,,,,,,,,-5.057901329,0.923616488,1.659047282,50,5.815829988,-3.149050063,-117.1061305,0.100350784,-6.942717218,24.49643864,-30.9062484,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,bec4ea14-4f8b-11ea-ace5-181deafaf045
271,2/14/20,7:40:42 PM,1,3,"Webb, Ryan",444436,Left,GEO_BUL,"Sanderson, Peyton",1000078926,Right,RIC_SPI,Windup,8,Top,0,0,2,Fastball,Undefined,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,91.56330637,-1.923310902,3.704748711,2388.691875,157.4325814,0.46875,5.519783748,-1.774193671,5.863843152,-16.41713186,17.2722421,-7.191383549,2.360840949,1.072421194,82.78226716,-5.016349607,2.348323677,0.417751472,,,,,,,,,,,,5.03271746,9.927560296,1.478229378,50,5.354350685,-8.363318298,-132.8480185,-5.015250181,8.896731381,31.33283692,-14.62431764,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,c7b795a7-4f8b-11ea-ace5-181deafaf045
272,2/14/20,7:41:10 PM,2,1,"Webb, Ryan",444436,Left,GEO_BUL,"Little, Daniel",8891967,Right,RIC_SPI,Windup,8,Top,1,0,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,90.06614889,-0.55912922,2.033528379,2209.009364,160.0548464,0.46875,5.839907349,-1.598790818,6.008852181,-17.0689051,17.56919824,-6.387444061,3.89923314,-0.246624701,81.03523241,-3.798594896,0.81997567,0.423592801,,,,,,,,,,,,4.131765656,9.733623126,1.44283046,50,5.786816982,-4.446077317,-130.9248155,-1.819968199,7.058723917,31.70288918,-15.54509036,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,d99ced25-4f8b-11ea-ace5-181deafaf045
273,2/14/20,7:41:36 PM,2,2,"Webb, Ryan",444436,Left,GEO_BUL,"Little, Daniel",8891967,Right,RIC_SPI,Windup,8,Top,1,1,0,Fastball,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.49989127,-1.667168183,2.1281326,2280.866261,170.0308536,0.489583333,5.746184373,-1.762727073,5.965778409,-14.29716109,19.48969014,-3.431321573,3.007696024,-0.074868993,82.00203084,-4.381067182,1.475435058,0.418355399,,,,,,,,,,,,2.583257989,11.15522066,1.596167023,50,5.606307104,-4.8275995,-132.9000645,-4.333198743,4.526346738,33.87560932,-12.62803462,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,eb824355-4f8b-11ea-ace5-181deafaf045
274,2/14/20,7:41:53 PM,2,3,"Webb, Ryan",444436,Left,GEO_BUL,"Little, Daniel",8891967,Right,RIC_SPI,Windup,8,Top,1,1,1,Fastball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.63166906,-1.86684118,3.259851684,2333.295047,152.7988159,0.458333333,5.543801818,-1.792181258,6.096865519,-18.29822028,16.12099168,-8.302118039,2.289148585,0.53383283,81.06292275,-5.349957974,1.676116189,0.422252257,,,,,,,,,,,,5.665134497,9.455565605,1.545776355,50,5.390595136,-7.2317677,-131.5108692,-4.863487798,9.691785462,33.90675748,-15.99767829,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,f474f002-4f8b-11ea-ace5-181deafaf045
275,2/14/20,7:42:11 PM,2,4,"Webb, Ryan",444436,Left,GEO_BUL,"Little, Daniel",8891967,Right,RIC_SPI,Windup,8,Top,1,1,2,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,76.81409416,1.447133604,-0.754053543,2764.17953,338.3846964,0.21875,5.643984453,-1.782626962,5.430475319,-65.98699397,-16.21311673,6.405693565,1.500565136,-1.954953238,68.55780855,-10.98777641,0.466361624,0.507776099,,,,,,,,,,,,-3.731782375,-9.262548602,1.845092689,50,5.728356052,1.278480614,-111.3752822,0.883589925,-4.501216195,27.3942123,-43.34638649,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,fd679bd4-4f8b-11ea-ace5-181deafaf045
276,2/14/20,7:42:29 PM,2,5,"Webb, Ryan",444436,Left,GEO_BUL,"Little, Daniel",8891967,Right,RIC_SPI,Windup,8,Top,1,2,2,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,92.20128395,-2.113307735,3.178211717,2332.889981,154.5155429,0.46875,5.821586292,-1.689018903,5.979600921,-14.09212998,19.05495886,-9.09725973,2.684694385,0.501508059,83.06949584,-4.780535714,1.453862231,0.414375638,,,,,,,,,,,,5.955301419,11.02184437,1.443077814,50,5.646834692,-7.134167859,-133.8285183,-5.406005324,10.64679274,32.71521724,-12.46937125,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,065a47ab-4f8c-11ea-ace5-181deafaf045
